,tconst,averageRating,numVotes
662313,tt14176480,3.3,154
662321,tt14176542,6.7,13618
662323,tt14176552,5.7,56
662478,tt14179838,9.0,7
662540,tt14180764,5.9,78
662561,tt14181328,6.6,72
662596,tt1418206,7.2,76
662610,tt14182186,8.7,87
662612,tt14182228,5.9,70
662638,tt14182646,7.4,7605
662709,tt1418377,5.1,82702
662711,tt1418380,6.3,274
662771,tt1418646,7.0,8595
662777,tt14186678,5.0,231
662778,tt14186698,6.7,81
662779,tt1418673,6.0,31
662788,tt1418712,4.9,5562
662803,tt1418754,6.5,8633
662808,tt1418757,5.1,724
662813,tt1418760,6.4,1688
662835,tt1418781,6.1,155
662842,tt14187988,7.9,21
662858,tt1418824,4.1,228
662863,tt14188284,5.5,359
662881,tt1418860,8.6,16
662883,tt14188642,5.8,366
662912,tt14188930,8.0,5250
662913,tt1418895,6.1,23
662916,tt14189076,6.5,4755
662920,tt1418912,3.2,279
662946,tt14189550,7.9,26
662961,tt1419006,7.1,29
662964,tt1419021,7.7,8
663011,tt14191916,5.3,133
663037,tt14193152,5.1,15
663038,tt1419318,7.9,3713
663093,tt14194044,6.5,349
663130,tt1419453,8.0,35
663149,tt14194876,3.6,190
663278,tt1419769,8.0,98
663284,tt14197858,6.7,67
663329,tt14199258,6.4,1139
663344,tt14199590,5.6,5458
663351,tt1419989,5.0,45
663352,tt14199960,7.2,15
663371,tt14200420,5.6,121
663426,tt14201484,6.3,635
663437,tt14201576,5.9,780
663488,tt14202334,3.8,327
663502,tt14202642,5.4,22
663549,tt14203622,4.0,13
663558,tt14203864,5.4,255
663608,tt1420543,6.9,860
663609,tt1420544,9.2,21
663623,tt1420558,3.3,1374
663659,tt14206836,4.6,14
663687,tt14207622,8.1,28
663744,tt14208870,7.6,95963
663763,tt14209088,3.0,571
663771,tt14209234,7.2,10
663786,tt14209560,6.3,9737
663810,tt14209750,5.5,268
663853,tt14210088,5.7,163
663859,tt1421023,7.7,10
663869,tt1421040,5.8,1348
663872,tt1421046,5.7,1077
663874,tt1421048,6.0,1980
663876,tt1421049,2.2,943
663879,tt1421051,6.3,45833
663880,tt1421053,7.7,15
663885,tt14210720,4.4,1058
663888,tt14210794,6.8,45
663906,tt14211006,7.1,107
663910,tt14211040,6.7,95
663930,tt14211236,6.5,21
663931,tt14211238,5.2,8
663936,tt14211326,9.3,11
663962,tt14212090,6.7,463
663973,tt14212744,6.4,1015
663992,tt14213248,6.4,101
664006,tt1421366,7.1,42
664052,tt14214670,5.6,92
664074,tt14215036,4.5,74
664080,tt14215142,7.1,75
664081,tt14215186,7.4,56
664126,tt14216086,3.1,384
664147,tt14216484,7.8,153
664148,tt14216488,5.0,445
664168,tt14217100,7.0,11799
664217,tt14219458,5.8,433
664222,tt14219486,4.9,440
664241,tt1422020,7.0,13073
664245,tt1422032,7.4,13953
664253,tt14220466,8.4,10
664271,tt1422101,6.2,418
664279,tt1422119,6.4,1456
664282,tt1422122,7.8,5886
664292,tt1422136,6.2,30128
664301,tt14221474,5.2,22
664303,tt14221508,2.8,103
664306,tt1422164,4.6,28
664316,tt1422184,7.2,2729
664412,tt14222772,3.0,55
664459,tt14223790,5.9,7
664549,tt14225832,6.6,563
664559,tt1422599,7.6,20
664576,tt14226282,5.0,65
664587,tt1422651,8.0,1141
664589,tt1422653,3.5,494
664599,tt1422674,5.2,1936
664600,tt1422675,5.9,2417
664621,tt1422713,6.0,67
664664,tt14227658,6.2,9
664670,tt1422778,6.0,17
664679,tt1422794,4.0,111
664681,tt14227972,6.5,687
664683,tt1422800,5.0,1990
664686,tt1422805,6.5,11
664687,tt1422806,6.9,56
664688,tt14228078,6.7,436
664715,tt1422877,7.1,13
664719,tt1422891,5.3,19
664721,tt1422894,7.6,39
664730,tt14229058,5.7,269
664733,tt14229154,5.1,148
664738,tt14229206,5.8,151
664750,tt14229338,5.2,23
664791,tt14230226,6.0,9
664810,tt14230846,6.1,1128
664889,tt1423333,7.0,14
664893,tt1423343,9.0,9
664933,tt1423422,3.8,34
664944,tt1423464,8.7,8
664945,tt14234652,7.1,12
664948,tt1423469,5.2,25
664989,tt1423590,7.1,10
664991,tt1423592,6.7,1883
664992,tt14235928,7.4,5
664993,tt1423593,5.9,311
664998,tt14235996,7.8,13
665000,tt14236064,6.5,944
665002,tt14236094,4.9,211
665010,tt1423628,3.8,114
665014,tt14236348,5.9,473
665015,tt1423636,5.9,589
665056,tt14237398,5.2,1562
665133,tt1423894,7.3,25712
665141,tt1423916,8.4,15
665162,tt1423967,4.6,125
665186,tt1423995,5.4,42298
665200,tt1424003,6.4,6830
665246,tt1424058,7.0,47
665247,tt1424059,6.2,104
665252,tt1424064,9.2,13
665254,tt1424066,5.5,585
665269,tt14241340,4.0,409
665270,tt14241366,5.6,53
665279,tt14242578,2.9,224
665314,tt14242974,6.1,58
665319,tt1424310,6.0,23864
665334,tt1424327,7.3,6493
665349,tt1424366,6.1,581
665356,tt1424381,6.4,238101
665365,tt14243986,7.1,57
665399,tt1424432,8.5,73103
665438,tt14244670,6.2,45
665440,tt14244674,8.5,18
665442,tt14244714,6.3,796
665488,tt14245188,6.1,13
665539,tt1424630,6.7,114
665545,tt1424644,8.9,9
665548,tt14246504,5.6,89
665562,tt1424660,7.1,17
665566,tt14246700,6.7,519
665580,tt14246952,4.4,53
665581,tt14246954,6.9,62
665596,tt14247106,9.8,7
665598,tt1424712,4.9,13
665602,tt14247286,6.3,3623
665619,tt1424746,6.8,898
665640,tt14247964,7.5,669
665641,tt1424797,7.4,30758
665653,tt1424828,9.0,6
665656,tt1424839,2.1,22
665753,tt14250486,3.0,114
665784,tt14251154,3.0,167
665842,tt1425249,6.1,59
665845,tt1425252,3.3,1252
665846,tt1425253,5.3,2726
665849,tt1425257,6.4,9048
665854,tt14252742,7.2,3172
665873,tt14253018,7.0,379
665879,tt14253138,5.9,1044
665892,tt14253440,4.4,268
665915,tt14253846,6.6,28483
665916,tt14253862,4.3,182
665955,tt14254990,3.1,24
666046,tt1425617,6.6,218
666048,tt1425618,3.5,270
666090,tt14256386,7.1,672
666122,tt14256832,5.2,36
666205,tt14257552,2.1,154
666223,tt14257704,6.5,95
666246,tt1425922,4.8,2308
666247,tt1425926,6.5,384
666249,tt1425929,5.9,110
666253,tt1425933,6.7,2022
666254,tt1425938,5.8,295
666269,tt14259710,6.1,18
666301,tt14260080,5.5,4395
666353,tt14260718,4.1,97
666363,tt14260888,6.3,26
666365,tt14260908,6.9,46
666374,tt14261134,4.9,73
666391,tt14262350,6.0,57
666407,tt14263098,4.0,397
666409,tt14263108,5.3,15
666418,tt1426320,5.9,1493
666422,tt1426325,4.1,902
666426,tt1426329,6.2,41866
666444,tt1426352,6.1,6438
666452,tt1426361,7.1,3151
666453,tt1426362,6.9,2643
666455,tt1426363,5.3,2282
666461,tt1426370,6.2,67
666462,tt1426371,7.1,730
666471,tt1426378,7.1,7380
666473,tt1426380,6.8,138
666478,tt1426384,6.0,290
666480,tt14263856,4.6,8261
666481,tt1426386,7.5,645
666482,tt1426389,4.2,50
666509,tt14264844,7.8,2169
666529,tt14265504,7.0,64
666550,tt14265768,6.0,67
666571,tt14265992,3.8,1972
666632,tt14266662,4.7,618
666646,tt14267154,4.3,2177
666654,tt1426748,6.3,420
666758,tt14270360,6.9,78
666815,tt14270848,5.4,2300
666837,tt14271038,4.4,148
666863,tt14271570,4.3,160
666904,tt1427220,4.2,13
666911,tt14272430,7.2,56
666950,tt1427298,5.0,10967
666961,tt1427308,7.0,12
667072,tt14275050,6.8,919
667121,tt14277322,6.4,430
667129,tt14277840,3.2,961
667144,tt14278088,7.9,1047
667151,tt1427821,4.2,29
667218,tt1427937,8.4,20
667225,tt1427947,6.9,76
667249,tt14279936,6.7,19
667252,tt14279982,7.2,6008
667269,tt14280066,6.5,3690
667271,tt14280078,5.1,44
667275,tt1428016,8.8,10
667285,tt14280366,6.2,830
667330,tt14282260,5.4,15
667334,tt14282440,6.3,30
667383,tt1428459,5.6,3308
667387,tt1428464,6.3,292
667399,tt1428538,6.1,212046
667412,tt1428556,5.7,3371
667423,tt14285796,6.2,85
667468,tt14286634,8.7,13
667488,tt14287118,3.8,13
667499,tt14287828,7.0,27
667526,tt14288636,6.0,91
667530,tt14288764,3.2,519
667541,tt14289322,7.8,6
667548,tt1428991,8.4,9
667550,tt14289970,5.7,155
667553,tt1429011,5.6,11
667554,tt14290142,8.4,17
667559,tt14290314,5.8,916
667588,tt14291906,7.4,124
667590,tt14292086,4.2,1940
667617,tt14293072,7.0,16
667619,tt1429313,6.5,1508
667620,tt1429314,5.3,10
667621,tt14293146,4.4,11
667644,tt1429338,7.2,90
667669,tt1429382,4.4,525
667672,tt1429387,2.5,521
667674,tt1429392,5.9,3003
667679,tt1429411,5.1,384
667697,tt1429430,6.7,961
667698,tt1429432,4.8,790
667699,tt1429433,4.3,728
667715,tt14294526,3.6,9
667758,tt14295660,7.8,10
667766,tt14295864,4.9,60
667792,tt14296130,3.2,20
667798,tt14296268,6.6,2105
667865,tt14297960,6.1,19
667880,tt14298216,3.0,188
667881,tt14298328,6.3,21832
667890,tt14298644,6.6,97
667968,tt14300376,5.8,167
667972,tt14300412,3.9,137
667988,tt14300518,7.6,904
668009,tt1430064,5.4,114
668017,tt1430070,4.9,1094
668027,tt1430077,3.3,1564
668036,tt1430094,5.9,256
668038,tt14300966,6.5,428
668047,tt1430110,6.7,2183
668052,tt1430116,4.5,826
668059,tt14301252,5.4,2927
668064,tt1430131,4.8,846
668066,tt1430132,6.7,480091
668072,tt1430137,6.2,248
668133,tt14302272,6.5,28
668141,tt14302362,5.5,15
668172,tt14303124,5.9,209
668173,tt14303128,4.2,28
668205,tt14303882,6.1,1430
668256,tt1430505,4.9,255
668257,tt1430508,8.7,21
668264,tt14305564,6.1,479
668271,tt1430607,7.1,63442
668272,tt1430612,5.6,43403
668273,tt1430615,6.5,20183
668275,tt1430618,6.6,121
668276,tt1430619,6.4,697
668277,tt1430620,4.2,239
668278,tt1430622,6.3,429
668280,tt1430626,6.7,50122
668282,tt1430633,5.8,181
668283,tt1430638,6.2,369
668284,tt1430641,7.9,22
668330,tt14307536,6.7,3898
668334,tt14307578,7.0,292
668343,tt14307890,4.7,183
668350,tt1430811,4.8,451
668371,tt1430830,5.6,11
668392,tt14308574,6.0,46
668421,tt14309060,5.1,66
668426,tt14309446,5.1,37533
668450,tt1431045,8.0,1076362
668454,tt14310580,5.9,10
668458,tt1431065,6.5,2076
668463,tt1431086,6.8,59
668472,tt1431122,4.4,2772
668474,tt14311250,5.7,154
668475,tt14311290,6.6,23
668480,tt1431133,3.7,302
668486,tt1431137,8.0,11
668494,tt1431149,7.4,82
668503,tt1431181,7.4,30307
668512,tt14311942,5.6,294
668531,tt1431223,6.5,944
668541,tt14312358,5.9,1168
668543,tt1431238,6.8,15
668544,tt1431240,3.0,5771
668550,tt1431246,5.0,1117
668560,tt1431252,5.5,149
668568,tt1431261,6.2,271
668576,tt1431278,4.4,492
668583,tt1431296,6.7,619
668589,tt1431314,7.1,650
668594,tt1431326,6.0,3434
668598,tt1431332,7.5,528
668601,tt1431342,6.6,993
668602,tt14313434,6.9,206
668605,tt1431347,4.7,172
668626,tt14314826,7.2,221
668654,tt14315500,3.8,4493
668657,tt14315566,5.1,1351
668659,tt14315584,6.8,3882
668670,tt14315756,6.2,17991
668685,tt14315914,6.2,68
668826,tt14317018,8.5,71
668899,tt14317746,7.5,30
668903,tt14317880,6.5,3567
668945,tt14318430,5.6,4553
668959,tt14319068,5.6,758
668979,tt14319588,6.5,593
668990,tt14320198,6.7,9
669010,tt1432078,6.3,2471
669023,tt1432121,6.5,10
669039,tt1432146,6.7,28
669044,tt1432150,6.4,459
669050,tt1432157,5.3,56
669054,tt1432161,7.0,15
669057,tt1432168,6.1,12
669060,tt14321762,7.6,30
669073,tt1432203,5.2,35
669080,tt1432218,6.4,17
669081,tt14322200,7.1,32
669082,tt14322202,7.1,18
669088,tt1432234,6.2,22
669101,tt14323152,4.7,7
669124,tt14324296,6.8,1983
669132,tt14324650,7.2,18439
669155,tt14325118,3.5,1332
669255,tt14328348,6.8,152
669258,tt14328410,3.9,178
669318,tt1432955,6.9,11
669326,tt1432978,7.9,30
669335,tt1433003,5.6,10
669345,tt14330236,4.8,1644
669396,tt1433078,7.6,9
669401,tt1433089,3.4,346
669404,tt1433101,8.5,16
669410,tt1433108,6.4,110186
669419,tt14331144,7.8,25324
669425,tt14331300,7.1,120
669444,tt1433172,6.7,15
669445,tt1433173,7.8,7
669446,tt1433175,8.5,26
669450,tt1433183,3.2,153
669452,tt1433189,5.3,32
669456,tt14331982,8.1,55
669465,tt1433207,6.1,9638
669481,tt1433245,5.0,11
669483,tt14332502,5.4,139
669489,tt14332642,6.0,26
669522,tt1433323,1.9,145
669535,tt1433331,6.1,54
669546,tt1433343,4.3,415
669567,tt14334034,5.5,366
669590,tt1433514,6.4,682
669594,tt1433524,5.7,136
669596,tt1433527,5.4,78
669603,tt1433540,7.4,8488
669606,tt1433555,7.1,8
669610,tt1433562,5.6,8206
669613,tt14335980,5.8,162
669617,tt14336174,6.4,2032
669618,tt14336200,3.4,29
669624,tt14336692,6.8,6
669677,tt1433775,5.3,827
669691,tt1433802,6.8,372
669701,tt1433810,7.0,13491
669702,tt1433811,7.5,77169
669704,tt1433812,8.2,36
669709,tt1433816,7.7,4380
669713,tt1433822,4.1,20327
669715,tt1433824,4.5,202
669716,tt1433826,6.9,447
669729,tt1433851,6.1,104
669733,tt1433857,5.5,547
669759,tt14338852,8.4,40
669767,tt1433910,6.8,249
669768,tt1433911,5.9,253
669771,tt1433915,5.6,530
669863,tt14341058,6.2,158
669876,tt14341802,6.5,114
669899,tt14342730,6.1,142
669906,tt14342906,2.7,218
669907,tt14342928,6.9,46
669935,tt1434414,4.5,7
669944,tt1434423,7.4,4026
669945,tt1434424,4.7,51
669956,tt1434435,6.2,17978
669962,tt1434443,7.1,5021
669966,tt1434447,7.5,21263
669970,tt1434449,5.1,34
670017,tt14344992,5.3,1029
670030,tt14345386,6.2,586
670048,tt1434612,5.2,120
670054,tt1434618,5.7,536
670081,tt14347138,2.1,56
670146,tt14348594,3.0,339
670176,tt14349032,6.0,10341
670178,tt14349100,5.8,165
670180,tt14349120,4.3,209
670187,tt1434925,4.7,399
670197,tt1434941,2.2,144
670200,tt1434944,4.9,468
670211,tt14349790,4.0,108
670214,tt14349934,7.1,156
670347,tt14353840,5.6,144
670363,tt14354100,6.4,299
670369,tt14354276,6.5,427
670430,tt1435507,7.2,19
670431,tt1435513,6.7,32555
670439,tt1435543,6.4,98
670460,tt14355860,6.7,874
670578,tt14357826,6.2,485
670625,tt14359598,4.6,188
670630,tt1435979,8.0,10
670635,tt1435990,3.7,300
670638,tt1436005,7.8,6
670641,tt1436013,8.4,11
670648,tt1436034,5.1,1389
670655,tt1436045,7.5,67194
670684,tt14361314,5.6,945
670707,tt14361892,6.6,247
670747,tt14362510,6.6,69
670767,tt14363196,4.8,194
670769,tt14363206,3.1,31
670781,tt1436336,5.9,219
670785,tt1436347,5.2,59
670790,tt1436370,3.3,133
670791,tt1436372,4.0,1595
670807,tt14364238,7.5,292
670845,tt1436463,3.7,635
670848,tt1436468,7.0,9
670849,tt1436469,8.2,9
670858,tt14364792,6.5,33
670862,tt1436486,4.1,38
670865,tt14364910,7.7,56
670888,tt14365338,8.6,359
670889,tt14365344,6.2,116
670902,tt1436557,7.6,54
670905,tt1436559,4.8,9446
670906,tt1436560,6.1,216
670908,tt1436562,6.9,238658
670909,tt1436564,6.9,32
670912,tt1436568,6.1,18010
670916,tt1436572,5.4,2612
670917,tt1436577,4.3,162
670920,tt14365820,3.9,58
670985,tt14368204,7.0,7
670997,tt14368632,6.6,90
671026,tt14369276,6.4,3836
671027,tt14369286,4.8,1173
671029,tt14369296,4.9,2206
671031,tt14369304,6.1,246
671072,tt14369780,6.6,19790
671123,tt14371060,5.3,831
671127,tt14371244,5.7,131
671141,tt14371426,6.1,798
671171,tt14371818,6.4,589
671178,tt14371900,7.4,742
671202,tt14372154,6.8,27
671215,tt14372330,4.5,55
671233,tt1437274,5.4,40
671234,tt1437278,7.1,44
671245,tt1437320,4.3,7
671246,tt1437322,5.2,17
671249,tt1437330,8.2,27
671250,tt1437342,5.5,40
671256,tt1437357,6.5,5641
671257,tt1437358,7.2,44904
671258,tt1437361,6.0,2859
671260,tt1437362,5.5,680
671263,tt1437365,4.6,38
671266,tt1437366,7.0,4238
671268,tt1437370,5.5,35
671277,tt1437379,6.2,7
671285,tt1437413,7.3,12
671323,tt14375488,4.9,78
671333,tt14375756,5.6,909
671367,tt14376312,5.7,18
671370,tt14376344,7.3,23271
671374,tt14376462,9.2,5
671375,tt14376496,4.4,29
671378,tt14376562,5.7,25
671389,tt14376940,7.2,41
671444,tt14378152,6.7,77
671461,tt14378330,5.3,23
671490,tt14379040,4.2,32
671498,tt14379852,6.0,121
671527,tt14381030,5.1,12
671551,tt1438171,6.7,75
671552,tt1438173,5.2,18689
671553,tt1438176,6.4,110121
671566,tt1438212,5.1,11
671567,tt1438214,6.1,121
671568,tt1438216,7.1,5782
671572,tt1438233,4.1,29
671577,tt1438251,4.8,1478
671579,tt1438254,6.4,63721
671580,tt1438256,7.1,9
671595,tt1438295,8.1,17
671599,tt1438298,7.4,19257
671615,tt14383680,7.9,2085
671619,tt14384176,5.5,695
671620,tt14384232,6.4,25
671622,tt14384290,5.2,24
671635,tt1438459,8.0,8
671636,tt1438461,4.9,3796
671637,tt1438462,5.7,573
671638,tt1438463,6.2,3347
671654,tt14384866,5.5,17
671659,tt1438493,6.4,110
671663,tt1438496,6.1,358
671678,tt1438522,5.5,2984
671683,tt1438525,4.5,969
671686,tt14385300,4.0,237
671688,tt1438534,4.8,6339
671689,tt1438535,5.6,2859
671736,tt14387660,6.3,122
671774,tt14389466,7.2,15
671779,tt14389674,4.2,106
671782,tt14389708,5.3,73
671796,tt14390092,6.4,122
671802,tt14390304,5.8,151
671809,tt14390548,7.6,46
671850,tt14391088,6.1,488
671858,tt14391226,5.0,291
671910,tt14392056,5.4,12
671948,tt1439246,8.2,18
671954,tt1439261,4.5,21
672008,tt1439443,6.8,34
672013,tt1439455,4.2,297
672016,tt14394620,4.8,1163
672047,tt1439557,6.5,258
672048,tt1439558,6.2,610
672049,tt1439559,3.2,118
672051,tt1439563,5.3,602
672056,tt14395688,2.3,107
672061,tt1439572,7.0,62117
672076,tt14395898,5.6,102
672093,tt14396096,5.6,265
672101,tt14396208,5.0,27
672109,tt14396368,5.7,93
672124,tt14397058,6.6,608
672195,tt14398454,5.8,2398
672218,tt14398794,7.4,525
672235,tt14399096,6.3,233
672243,tt14399142,5.8,151
672245,tt14399148,3.8,55
672330,tt1440110,6.5,70
672339,tt14401290,6.1,98
672340,tt1440129,5.8,253091
672345,tt1440136,5.5,662
672349,tt1440146,6.5,739
672353,tt14401508,6.1,63
672359,tt1440161,6.2,29275
672372,tt1440180,6.6,3031
672390,tt14402146,6.6,19766
672395,tt1440220,8.1,18
672401,tt14402302,4.8,278
672404,tt1440232,7.1,26301
672422,tt14402530,6.5,501
672429,tt1440266,7.6,15591
672435,tt14402730,7.6,240
672448,tt14402926,7.2,15337
672449,tt1440292,7.3,93559
672454,tt14402976,4.9,41
672482,tt14403244,7.1,105
672494,tt1440339,6.0,8
672499,tt1440345,6.7,36333
672504,tt14403480,8.7,61
672511,tt14403518,6.4,155
672521,tt14403632,3.9,4413
672525,tt14403682,7.6,32
672526,tt14403702,5.1,12
672533,tt1440379,5.4,2314
672547,tt14403972,5.6,36
672553,tt14404280,5.5,3358
672567,tt14404596,5.8,3096
672574,tt14404708,5.4,9
672577,tt14404728,5.9,55
672595,tt14404882,7.9,737
672639,tt14405338,5.5,5886
672681,tt14406178,5.1,220
672690,tt14406360,4.5,22
672718,tt14406804,7.7,11
672739,tt14407216,9.6,7
672741,tt1440728,6.3,100218
672743,tt1440731,6.1,25
672744,tt1440732,5.4,19016
672745,tt1440735,8.6,22
672746,tt1440736,8.0,10
672747,tt1440741,6.6,8357
672749,tt1440746,5.1,29
672750,tt1440747,4.5,65
672759,tt1440770,6.3,316
672811,tt14409080,3.2,58
672896,tt1441083,6.8,483
672933,tt14412034,2.9,216
672967,tt14412366,3.5,4694
672977,tt14412446,6.0,5717
672989,tt14412524,2.8,297
672990,tt14412532,7.3,44
672991,tt14412536,3.6,100
673047,tt1441326,6.8,54665
673048,tt14413278,7.8,27
673066,tt1441373,6.3,3707
673071,tt1441395,6.3,150480
673092,tt1441436,5.0,307
673115,tt1441474,7.4,17
673188,tt14416166,6.4,10
673196,tt14416450,6.5,109
673197,tt14416466,8.0,25
673244,tt14417362,6.1,23
673281,tt14418138,5.2,324
673283,tt14418234,7.7,9527
673333,tt1441912,7.3,34223
673334,tt1441914,5.6,71
673345,tt1441931,7.3,6
673350,tt1441940,7.2,14593
673356,tt1441950,4.3,60
673357,tt1441951,6.8,20766
673358,tt1441952,6.8,66143
673359,tt1441953,7.2,29762
673400,tt1442002,6.6,13
673450,tt14421754,3.3,232
673469,tt1442237,5.7,26
673554,tt1442486,4.7,1010
673556,tt1442488,4.7,30
673558,tt1442492,3.7,864
673566,tt14425000,5.9,194
673570,tt1442505,5.6,36
673575,tt1442509,6.9,22
673579,tt1442512,6.1,374
673583,tt1442519,7.3,9594
673587,tt1442535,7.0,30
673594,tt1442543,6.7,203
673607,tt1442556,3.6,271
673617,tt1442571,6.3,8329
673620,tt1442575,6.8,31
673621,tt1442576,4.5,3006
673624,tt1442580,6.7,822
673744,tt14427812,8.3,20
673764,tt14428598,7.2,6671
673765,tt14428606,6.9,2185
673767,tt14429000,6.5,542
673801,tt14430560,2.7,163
673805,tt14430834,7.8,30
673809,tt14430964,5.4,27
673823,tt14431336,6.6,18
673829,tt14431498,7.7,25
673901,tt14432822,4.6,42
673931,tt14433246,3.2,1461
673963,tt1443355,4.7,79
673967,tt14433628,7.8,59
673971,tt1443368,7.3,18
673974,tt14433712,4.8,506
673980,tt1443379,8.3,45
673993,tt14434022,7.0,94
674019,tt1443493,7.0,8
674032,tt14435184,5.0,204
674042,tt1443561,5.7,36
674060,tt14436532,8.0,8
674131,tt14438348,4.7,765
674146,tt14438964,6.8,9334
674160,tt14439178,7.8,216
674195,tt14439896,6.5,25915
674218,tt14440390,5.9,467
674278,tt14442328,2.5,497
674281,tt14442348,6.0,59
674286,tt1444250,7.2,8
674288,tt1444252,3.7,1198
674289,tt1444256,8.7,13
674293,tt14442616,7.1,31
674298,tt1444266,5.1,121
674299,tt1444270,3.1,342
674306,tt1444284,8.1,759
674311,tt1444291,5.9,37
674334,tt1444322,6.0,179
674341,tt1444331,4.2,81
674360,tt14443682,5.4,257
674364,tt14443820,7.2,7
674414,tt14444416,3.8,219
674430,tt14444726,7.5,77097
674432,tt14444784,6.7,10
674448,tt14445134,5.5,795
674534,tt14446588,1.0,1660
674540,tt1444680,5.6,827
674547,tt1444696,6.3,12
674552,tt1444706,4.4,252
674557,tt14447458,7.3,605
674596,tt14449392,5.1,2813
674605,tt14449464,5.4,284
674667,tt1445050,6.1,199
674668,tt1445057,6.0,103
674697,tt14450978,1.4,448
674734,tt14451878,8.0,75
674743,tt1445202,5.8,361
674745,tt1445206,7.3,71
674747,tt1445208,6.2,1083
674749,tt14452152,5.7,1184
674754,tt14452368,7.8,1610
674765,tt14452802,7.5,212
674778,tt14453030,3.9,320
674826,tt1445520,7.1,6200
674862,tt14456198,3.7,31
674878,tt14456350,6.4,9296
674890,tt1445641,6.3,27
674895,tt1445650,5.5,8
674911,tt1445673,4.7,21
674915,tt14456750,5.9,37
674965,tt1445729,5.2,202
674966,tt14457334,7.9,8
674984,tt1445763,8.6,7
674995,tt1445787,6.6,73
675035,tt14458370,9.6,35
675041,tt14458442,6.3,11361
675061,tt14458636,4.8,182
675126,tt14459796,4.4,262
675158,tt1446026,7.6,25
675179,tt1446069,5.4,75
675182,tt1446072,4.7,6905
675202,tt1446113,7.2,44
675211,tt1446130,6.3,769
675213,tt1446136,6.7,56
675218,tt1446147,5.5,5665
675224,tt1446157,8.2,9
675228,tt14461690,4.6,2872
675232,tt1446173,6.8,8
675241,tt1446192,7.2,184919
675252,tt1446204,5.9,243
675256,tt1446208,6.9,1143
675297,tt14463198,4.4,175
675307,tt14463426,7.0,229
675309,tt14463484,5.5,14458
675380,tt14464962,3.7,1405
675381,tt1446498,3.2,259
675392,tt14465126,8.2,34
675394,tt14465170,4.6,181
675439,tt14465706,6.3,4363
675440,tt14465708,5.9,567
675450,tt14465894,5.8,5118
675451,tt14465908,5.2,44
675463,tt14466064,5.5,251
675508,tt1446672,6.9,75
675515,tt1446682,4.9,264
675520,tt1446692,4.0,30
675522,tt1446695,5.8,1009
675529,tt1446714,7.0,624818
675578,tt14469194,5.2,311
675583,tt14469318,8.9,22
675682,tt14471254,6.0,183
675729,tt1447177,6.2,16
675871,tt14474588,6.6,1869
675893,tt1447479,6.0,2388
675894,tt1447480,6.6,393
675896,tt1447482,6.2,175
675903,tt1447493,6.7,259
675905,tt1447495,4.7,285
675909,tt1447499,6.5,1093
675910,tt1447500,7.7,24058
675960,tt14475870,5.7,300
676007,tt14477196,8.2,336
676024,tt14477752,3.4,21
676035,tt1447791,6.4,3579
676037,tt1447793,5.8,5929
676047,tt1447798,7.8,8
676049,tt1447800,6.3,688
676118,tt1447943,6.6,42
676119,tt1447944,5.6,75
676129,tt1447955,3.9,89
676135,tt1447971,5.1,357
676136,tt1447972,5.8,11549
676137,tt14479746,6.1,7687
676149,tt14480518,4.1,63
676153,tt14480726,7.9,15
676246,tt14483394,4.2,113
676338,tt1448497,4.4,134
676387,tt14486338,8.6,9
676406,tt14486678,5.3,5216
676433,tt14487262,8.9,11
676440,tt1448755,6.4,133283
676447,tt1448762,4.3,2573
676471,tt14488222,3.2,318
676489,tt14488434,4.6,274
676513,tt14488794,7.2,189
676524,tt14488886,8.3,347
676607,tt14490434,5.5,11
676612,tt14490546,7.3,989
676617,tt14490618,5.2,3031
676641,tt14490832,6.2,595
676657,tt14490962,7.8,19
676689,tt1449183,7.1,114
676722,tt1449283,7.1,26965
676758,tt14493552,5.5,328
676765,tt1449379,4.4,1283
676771,tt1449385,5.5,80
676775,tt1449393,5.9,14
676776,tt1449394,3.9,369
676777,tt1449395,5.5,79
676796,tt14494520,5.9,43
676797,tt14494586,6.5,1177
676820,tt14494898,4.8,57
676958,tt14496854,4.8,153
676991,tt14497264,3.0,71
677027,tt1449816,5.2,68
677112,tt14500114,5.9,47
677134,tt14500584,7.3,6022
677146,tt14500880,3.7,224
677182,tt1450140,4.8,399
677189,tt14501448,6.9,409
677201,tt14502300,6.1,52
677205,tt14502344,3.9,9963
677206,tt14502354,5.7,55
677218,tt14502658,6.1,133
677248,tt1450318,5.7,91
677251,tt1450321,7.0,112794
677253,tt1450322,8.4,104
677259,tt1450328,6.6,1076
677260,tt1450330,6.0,1262
677261,tt1450331,3.8,121
677269,tt14503370,6.4,23
677292,tt14503702,3.4,87
677299,tt14503918,6.0,376
677307,tt14504294,6.1,621
677316,tt14504496,4.5,63
677349,tt1450635,6.7,587
677372,tt14506528,6.1,8181
677381,tt1450669,4.5,118
677393,tt1450672,5.7,225
677421,tt14507160,4.7,202
677446,tt14507448,7.0,40
677473,tt14508380,4.8,319
677548,tt14509614,5.6,325
677675,tt14513350,2.8,88
677681,tt14513608,8.4,8
677705,tt1451386,3.8,80
677714,tt1451393,6.5,371
677715,tt14513944,5.1,79
677717,tt1451395,6.4,380
677734,tt1451409,7.5,13196
677745,tt14514234,4.7,79
677752,tt1451433,6.8,119
677754,tt1451436,7.0,27
677757,tt1451439,8.8,19
677813,tt14515572,4.9,1514
